,PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,CLOSE_DEF_DIST_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
0,201565,"Rose, Derrick",1,10,10,0-2 Feet - Very Tight,0.201,1.3,2.9,0.448,0.448,0.201,1.3,2.9,0.448,0.0,0.0,0.0,
1,201565,"Rose, Derrick",2,10,10,2-4 Feet - Tight,0.396,2.6,5.7,0.456,0.482,0.306,2.3,4.4,0.523,0.09,0.3,1.3,0.231
2,201565,"Rose, Derrick",3,10,10,4-6 Feet - Open,0.326,1.2,4.7,0.255,0.351,0.146,0.3,2.1,0.143,0.181,0.9,2.6,0.346
3,201565,"Rose, Derrick",4,10,6,6+ Feet - Wide Open,0.076,0.6,1.1,0.545,0.727,0.028,0.2,0.4,0.5,0.049,0.4,0.7,0.571
