,PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,TOUCH_TIME_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
0,201565,"Rose, Derrick",1,10,10,Touch < 2 Seconds,0.403,2.5,5.8,0.431,0.552,0.167,1.1,2.4,0.458,0.236,1.4,3.4,0.412
1,201565,"Rose, Derrick",2,10,10,Touch 2-6 Seconds,0.444,2.8,6.4,0.438,0.453,0.389,2.6,5.6,0.464,0.056,0.2,0.8,0.25
2,201565,"Rose, Derrick",3,10,10,Touch 6+ Seconds,0.153,0.4,2.2,0.182,0.182,0.125,0.4,1.8,0.222,0.028,0.0,0.4,0.0
