,PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,SHOT_CLOCK_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
0,201565,"Rose, Derrick",1,64,24,24-22,0.035,0.27,0.48,0.548,0.565,0.033,0.25,0.45,0.552,0.002,0.02,0.03,0.5
1,201565,"Rose, Derrick",2,64,60,22-18 Very Early,0.173,1.38,2.41,0.571,0.571,0.172,1.38,2.39,0.575,0.001,0.0,0.02,0.0
2,201565,"Rose, Derrick",3,64,61,18-15 Early,0.184,1.33,2.56,0.518,0.527,0.173,1.28,2.41,0.532,0.011,0.05,0.16,0.3
3,201565,"Rose, Derrick",4,64,62,15-7 Average,0.444,3.19,6.19,0.515,0.524,0.415,3.08,5.78,0.532,0.029,0.11,0.41,0.269
4,201565,"Rose, Derrick",5,64,42,7-4 Late,0.098,0.63,1.36,0.46,0.466,0.089,0.61,1.23,0.494,0.009,0.02,0.13,0.125
5,201565,"Rose, Derrick",6,64,30,4-0 Very Late,0.066,0.41,0.92,0.441,0.449,0.053,0.39,0.73,0.532,0.013,0.02,0.19,0.083
