,PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,SHOT_CLOCK_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
0,201565,"Rose, Derrick",1,10,3,24-22,0.021,0.1,0.3,0.333,0.333,0.014,0.1,0.2,0.5,0.007,0.0,0.1,0.0
1,201565,"Rose, Derrick",2,10,8,22-18 Very Early,0.181,1.2,2.6,0.462,0.462,0.146,1.2,2.1,0.571,0.035,0.0,0.5,0.0
2,201565,"Rose, Derrick",3,10,7,18-15 Early,0.125,0.4,1.8,0.222,0.222,0.09,0.4,1.3,0.308,0.035,0.0,0.5,0.0
3,201565,"Rose, Derrick",4,10,8,15-7 Average,0.361,2.4,5.2,0.462,0.548,0.271,1.5,3.9,0.385,0.09,0.9,1.3,0.692
4,201565,"Rose, Derrick",5,10,5,7-4 Late,0.076,0.4,1.1,0.364,0.364,0.063,0.4,0.9,0.444,0.014,0.0,0.2,0.0
5,201565,"Rose, Derrick",6,10,8,4-0 Very Late,0.236,1.2,3.4,0.353,0.456,0.097,0.5,1.4,0.357,0.139,0.7,2.0,0.35
