,PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,SHOT_TYPE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
0,201565,"Rose, Derrick",1,10,10,Catch and Shoot,0.215,1.2,3.1,0.387,0.581,0.028,0.0,0.4,0.0,0.188,1.2,2.7,0.444
1,201565,"Rose, Derrick",2,10,9,Pull Ups,0.34,1.2,4.9,0.245,0.286,0.208,0.8,3.0,0.267,0.132,0.4,1.9,0.211
2,201565,"Rose, Derrick",3,10,10,Less than 10 ft,0.444,3.3,6.4,0.516,0.516,0.444,3.3,6.4,0.516,0.0,0.0,0.0,
